學號,姓名,課程代碼,課程名稱,學分,教師,期中考,期末考,平時成績
41242024S,學生1428,01UG027,日本美術鑑賞,2,教師39,88,80,70
41107133E,學生361,01UG027,日本美術鑑賞,2,教師39,48,35,8
41283014I,學生829,01UG027,日本美術鑑賞,2,教師39,90,49,87
41072226H,學生625,01UG027,日本美術鑑賞,2,教師39,58,3,0
41041031S,學生1385,01UG027,日本美術鑑賞,2,教師39,41,1,7
41090004M,學生1177,01UG027,日本美術鑑賞,2,教師39,91,5,87
41247240S,學生1576,01UG027,日本美術鑑賞,2,教師39,59,53,62
41244027S,學生1519,01UG027,日本美術鑑賞,2,教師39,79,3,10
41090221M,學生1194,01UG027,日本美術鑑賞,2,教師39,14,53,80
41176212H,學生744,01UG027,日本美術鑑賞,2,教師39,61,92,7
41157032O,學生1292,01UG027,日本美術鑑賞,2,教師39,61,62,34
41057130O,學生1290,01UG027,日本美術鑑賞,2,教師39,46,17,34
41192207M,學生1226,01UG027,日本美術鑑賞,2,教師39,61,89,32
41192110M,學生1229,01UG033,音樂與戲劇,2,教師28,51,72,81
41013043E,學生500,01UG033,音樂與戲劇,2,教師28,92,38,52
41271004H,學生557,01UG033,音樂與戲劇,2,教師28,14,17,23
41157048O,學生1308,01UG033,音樂與戲劇,2,教師28,71,3,25
41060207T,學生1639,01UG033,音樂與戲劇,2,教師28,60,88,88
412H0217I,學生920,01UG033,音樂與戲劇,2,教師28,20,59,59
41032122A,學生72,01UG033,音樂與戲劇,2,教師28,82,13,40
41090046M,學生1219,01UG033,音樂與戲劇,2,教師28,86,8,28
41292004M,學生1223,01UG033,音樂與戲劇,2,教師28,74,89,14
41072018H,學生617,01UG033,音樂與戲劇,2,教師28,74,52,44
41121020L,學生1007,01UG033,音樂與戲劇,2,教師28,87,1,64
41090134M,學生1207,01UG033,音樂與戲劇,2,教師28,99,83,88
41257146O,學生1306,01UG033,音樂與戲劇,2,教師28,23,91,70
41001045E,學生186,01UG033,音樂與戲劇,2,教師28,2,59,8
41171039H,學生592,01UG033,音樂與戲劇,2,教師28,21,70,87
41200124E,學生118,01UG033,音樂與戲劇,2,教師28,52,43,0
41160036T,學生1668,01UG033,音樂與戲劇,2,教師28,1,7,7
41006041E,學生324,01UG033,音樂與戲劇,2,教師28,87,46,87
41075140H,學生727,01UG033,音樂與戲劇,2,教師28,29,34,62
41102115E,學生201,01UG033,音樂與戲劇,2,教師28,37,77,10
41120114L,學生961,01UG033,音樂與戲劇,2,教師28,1,80,80
41001114E,學生155,01UG033,音樂與戲劇,2,教師28,63,35,7
41060239T,學生1671,01UG033,音樂與戲劇,2,教師28,59,49,34
41144123S,學生1515,01UG033,音樂與戲劇,2,教師28,20,3,34
41284219I,學生881,01UG033,音樂與戲劇,2,教師28,32,1,32
412H0132I,學生935,01UG033,音樂與戲劇,2,教師28,75,5,4
41242234S,學生1438,01UG033,音樂與戲劇,2,教師28,57,53,40
41041008S,學生1362,01UG033,音樂與戲劇,2,教師28,21,3,27
41071208H,學生561,01UG033,音樂與戲劇,2,教師28,88,53,6
41226213L,學生1144,01UG033,音樂與戲劇,2,教師28,48,92,72
41140001S,學生1310,01UG033,音樂與戲劇,2,教師28,90,62,71
41271222H,學生575,01UG033,音樂與戲劇,2,教師28,58,17,11
41000210E,學生104,01UG033,音樂與戲劇,2,教師28,41,89,33
41113120E,學生477,01UG033,音樂與戲劇,2,教師28,91,43,32
41251223S,學生1607,01UG033,音樂與戲劇,2,教師28,59,33,47
41000005E,學生99,01UG033,音樂與戲劇,2,教師28,79,73,22
41002145E,學生231,01UG033,音樂與戲劇,2,教師28,14,61,61
41209234E,學生404,01UG033,音樂與戲劇,2,教師28,61,99,87
41222014L,學生1051,01UG033,音樂與戲劇,2,教師28,61,13,36
41172111H,學生610,01UG033,音樂與戲劇,2,教師28,46,94,98
41201103E,學生144,01UG033,音樂與戲劇,2,教師28,61,47,43
41243009S,學生1454,01UG033,音樂與戲劇,2,教師28,50,14,85
41207242E,學生370,01UG033,音樂與戲劇,2,教師28,54,71,90
41230003A,學生3,01UG033,音樂與戲劇,2,教師28,63,77,34
41222002L,學生1039,01UG033,音樂與戲劇,2,教師28,2,86,64
41201215E,學生156,01UG033,音樂與戲劇,2,教師28,100,61,98
41220004L,學生951,01UG033,音樂與戲劇,2,教師28,50,39,100
41057238O,學生1298,01UG033,音樂與戲劇,2,教師28,6,84,46
41107216E,學生344,01UG033,音樂與戲劇,2,教師28,20,79,77
41041043S,學生1397,01UG037,高行健與表演藝術,2,教師6,51,100,14
41176027H,學生759,01UG037,高行健與表演藝術,2,教師6,92,50,71
41123139L,學生1121,01UG037,高行健與表演藝術,2,教師6,14,6,77
41060207T,學生1639,01UG037,高行健與表演藝術,2,教師6,71,20,86
41206028E,學生311,01UG037,高行健與表演藝術,2,教師6,60,72,61
41232205A,學生55,01UG037,高行健與表演藝術,2,教師6,20,38,39
41000005E,學生99,01UG037,高行健與表演藝術,2,教師6,82,17,84
41205034E,學生267,01UG037,高行健與表演藝術,2,教師6,86,3,79
41270001H,學生505,01UG037,高行健與表演藝術,2,教師6,74,88,81
41243016S,學生1461,01UG037,高行健與表演藝術,2,教師6,74,59,52
41075221H,學生708,01UG037,高行健與表演藝術,2,教師6,87,13,23
41083129I,學生844,01UG037,高行健與表演藝術,2,教師6,99,8,25
41260241T,學生1673,01UG037,高行健與表演藝術,2,教師6,23,89,88
41171111H,學生564,01UG037,高行健與表演藝術,2,教師6,2,52,59
41057234O,學生1294,01UG037,高行健與表演藝術,2,教師6,21,1,40
41106217E,學生300,01UG037,高行健與表演藝術,2,教師6,52,83,28
41013244E,學生501,01UG037,高行健與表演藝術,2,教師6,1,91,14
41057219O,學生1279,01UG037,高行健與表演藝術,2,教師6,87,59,44
41030236A,學生36,01UG037,高行健與表演藝術,2,教師6,29,70,64
41190042M,學生1215,01UG037,高行健與表演藝術,2,教師6,37,43,88
41276131H,學生763,01UG037,高行健與表演藝術,2,教師6,1,7,70
41292119M,學生1238,01UG037,高行健與表演藝術,2,教師6,63,46,8
41173207H,學生650,01UG037,高行健與表演藝術,2,教師6,59,34,87
41243037S,學生1482,01UG037,高行健與表演藝術,2,教師6,20,77,0
41271213H,學生566,01UG037,高行健與表演藝術,2,教師6,32,80,7
41068241T,學生1717,01UG037,高行健與表演藝術,2,教師6,75,35,87
41090111M,學生1184,01UG037,高行健與表演藝術,2,教師6,57,49,62
41175032H,學生719,01UG037,高行健與表演藝術,2,教師6,21,3,10
41075115H,學生702,01UG037,高行健與表演藝術,2,教師6,88,1,80
41101126E,學生167,01UG037,高行健與表演藝術,2,教師6,48,5,7
41177129H,學生802,01UG037,高行健與表演藝術,2,教師6,90,53,34
41140137S,學生1346,01UG037,高行健與表演藝術,2,教師6,58,3,34
41257115O,學生1275,01UG037,高行健與表演藝術,2,教師6,41,53,32
41200241E,學生135,01UG037,高行健與表演藝術,2,教師6,91,92,4
41001218E,學生159,01UG037,高行健與表演藝術,2,教師6,59,62,40
41102008E,學生194,01UG037,高行健與表演藝術,2,教師6,79,17,27
41006211E,學生294,01UG037,高行健與表演藝術,2,教師6,14,89,6
41051211S,學生1595,01UG037,高行健與表演藝術,2,教師6,61,43,72
41206115E,學生298,01UG037,高行健與表演藝術,2,教師6,61,33,71
41122007L,學生1044,01UG037,高行健與表演藝術,2,教師6,46,73,11
41160119T,學生1651,01UG037,高行健與表演藝術,2,教師6,61,61,33
41006033E,學生316,01UG037,高行健與表演藝術,2,教師6,50,99,32
41000210E,學生104,01UG037,高行健與表演藝術,2,教師6,54,13,47
41041031S,學生1385,01UG037,高行健與表演藝術,2,教師6,63,94,22
41223103L,學生1085,01UG037,高行健與表演藝術,2,教師6,2,47,61
41192110M,學生1229,01UG039,鋼琴黃金年代,2,教師7,51,38,23
41013043E,學生500,01UG039,鋼琴黃金年代,2,教師7,92,17,25
41271004H,學生557,01UG039,鋼琴黃金年代,2,教師7,14,3,88
41157048O,學生1308,01UG039,鋼琴黃金年代,2,教師7,71,88,59
41060207T,學生1639,01UG039,鋼琴黃金年代,2,教師7,60,59,40
412H0217I,學生920,01UG039,鋼琴黃金年代,2,教師7,20,13,28
41032122A,學生72,01UG039,鋼琴黃金年代,2,教師7,82,8,14
41090046M,學生1219,01UG039,鋼琴黃金年代,2,教師7,86,89,44
41292004M,學生1223,01UG039,鋼琴黃金年代,2,教師7,74,52,64
41072018H,學生617,01UG039,鋼琴黃金年代,2,教師7,74,1,88
41121020L,學生1007,01UG039,鋼琴黃金年代,2,教師7,87,83,70
41090134M,學生1207,01UG039,鋼琴黃金年代,2,教師7,99,91,8
41257146O,學生1306,01UG039,鋼琴黃金年代,2,教師7,23,59,87
41001045E,學生186,01UG039,鋼琴黃金年代,2,教師7,2,70,0
41171039H,學生592,01UG039,鋼琴黃金年代,2,教師7,21,43,7
41200124E,學生118,01UG039,鋼琴黃金年代,2,教師7,52,7,87
41160036T,學生1668,01UG039,鋼琴黃金年代,2,教師7,1,46,62
41006041E,學生324,01UG039,鋼琴黃金年代,2,教師7,87,34,10
41075140H,學生727,01UG039,鋼琴黃金年代,2,教師7,29,77,80
41102115E,學生201,01UG039,鋼琴黃金年代,2,教師7,37,80,7
41120114L,學生961,01UG039,鋼琴黃金年代,2,教師7,1,35,34
41001114E,學生155,01UG039,鋼琴黃金年代,2,教師7,63,49,34
41060239T,學生1671,01UG039,鋼琴黃金年代,2,教師7,59,3,32
41144123S,學生1515,01UG039,鋼琴黃金年代,2,教師7,20,1,4
41284219I,學生881,01UG039,鋼琴黃金年代,2,教師7,32,5,40
412H0132I,學生935,01UG039,鋼琴黃金年代,2,教師7,75,53,27
41242234S,學生1438,01UG039,鋼琴黃金年代,2,教師7,57,3,6
41041008S,學生1362,01UG039,鋼琴黃金年代,2,教師7,21,53,72
41071208H,學生561,01UG039,鋼琴黃金年代,2,教師7,88,92,71
41226213L,學生1144,01UG039,鋼琴黃金年代,2,教師7,48,62,11
41140001S,學生1310,01UG039,鋼琴黃金年代,2,教師7,90,17,33
41271222H,學生575,01UG039,鋼琴黃金年代,2,教師7,58,89,32
41000210E,學生104,01UG039,鋼琴黃金年代,2,教師7,41,43,47
41113120E,學生477,01UG039,鋼琴黃金年代,2,教師7,91,33,22
41251223S,學生1607,01UG039,鋼琴黃金年代,2,教師7,59,73,61
41000005E,學生99,01UG039,鋼琴黃金年代,2,教師7,79,61,87
41002145E,學生231,01UG039,鋼琴黃金年代,2,教師7,14,99,36
41209234E,學生404,01UG039,鋼琴黃金年代,2,教師7,61,13,98
41222014L,學生1051,01UG039,鋼琴黃金年代,2,教師7,61,94,43
41172111H,學生610,01UG039,鋼琴黃金年代,2,教師7,46,47,85
41201103E,學生144,01UG039,鋼琴黃金年代,2,教師7,61,14,90
41243009S,學生1454,01UG039,鋼琴黃金年代,2,教師7,50,71,34
41207242E,學生370,01UG039,鋼琴黃金年代,2,教師7,54,77,64
41230003A,學生3,01UG039,鋼琴黃金年代,2,教師7,63,86,98
41222002L,學生1039,01UG039,鋼琴黃金年代,2,教師7,2,61,100
41201215E,學生156,01UG039,鋼琴黃金年代,2,教師7,100,39,46
41220004L,學生951,01UG039,鋼琴黃金年代,2,教師7,50,84,77
41057238O,學生1298,01UG039,鋼琴黃金年代,2,教師7,6,79,2
41107216E,學生344,01UG039,鋼琴黃金年代,2,教師7,20,81,0
41183221I,學生836,01UG039,鋼琴黃金年代,2,教師7,72,52,4
41226211L,學生1142,01UG040,台灣美術,2,教師9,51,50,77
412H0234I,學生937,01UG040,台灣美術,2,教師9,92,6,86
41260005T,學生1637,01UG040,台灣美術,2,教師9,14,20,61
41073238H,學生681,01UG040,台灣美術,2,教師9,71,72,39
41022116L,學生1053,01UG040,台灣美術,2,教師9,60,38,84
41172016H,學生615,01UG040,台灣美術,2,教師9,20,17,79
41072240H,學生639,01UG040,台灣美術,2,教師9,82,3,81
41077036H,學生809,01UG040,台灣美術,2,教師9,86,88,52
41121141L,學生1028,01UG040,台灣美術,2,教師9,74,59,23
41200245E,學生139,01UG040,台灣美術,2,教師9,74,13,25
41172244H,學生643,01UG040,台灣美術,2,教師9,87,8,88
41207129E,學生357,01UG040,台灣美術,2,教師9,99,89,59
41120138L,學生985,01UG040,台灣美術,2,教師9,23,52,40
41160004T,學生1636,01UG040,台灣美術,2,教師9,2,1,28
41121147L,學生1034,01UG040,台灣美術,2,教師9,21,83,14
41007020E,學生348,01UG040,台灣美術,2,教師9,52,91,44
41213131E,學生488,01UG040,台灣美術,2,教師9,1,59,64
41041031S,學生1385,01UG040,台灣美術,2,教師9,87,70,88
41244139S,學生1531,01UG040,台灣美術,2,教師9,29,43,70
41006013E,學生296,01UG040,台灣美術,2,教師9,37,7,8
41092013M,學生1232,01UG040,台灣美術,2,教師9,1,46,87
41051029S,學生1613,01UG040,台灣美術,2,教師9,63,34,0
41260021T,學生1653,01UG040,台灣美術,2,教師9,59,77,7
41141230S,學生1384,01UG040,台灣美術,2,教師9,20,80,87
41200216E,學生110,01UG040,台灣美術,2,教師9,32,35,62
41040241S,學生1350,01UG040,台灣美術,2,教師9,75,49,10
41023132L,學生1114,01UG040,台灣美術,2,教師9,57,3,80
41141102S,學生1356,01UG040,台灣美術,2,教師9,21,1,7
41213002E,學生459,01UG040,台灣美術,2,教師9,88,5,34
41111014E,學生425,01UG040,台灣美術,2,教師9,48,53,34
41209234E,學生404,01UG040,台灣美術,2,教師9,90,3,32
411H0010I,學生913,01UG040,台灣美術,2,教師9,58,53,4
41202021E,學生207,01UG040,台灣美術,2,教師9,41,92,40
41030236A,學生36,01UG040,台灣美術,2,教師9,91,62,27
41073036H,學生679,01UG040,台灣美術,2,教師9,59,17,6
41092223M,學生1242,01UG040,台灣美術,2,教師9,79,89,72
41102210E,學生196,01UG040,台灣美術,2,教師9,14,43,71
41009141E,學生411,01UG040,台灣美術,2,教師9,61,33,11
41230020A,學生20,01UG040,台灣美術,2,教師9,61,73,33
41147116S,學生1552,01UG040,台灣美術,2,教師9,46,61,32
41002106E,學生192,01UG040,台灣美術,2,教師9,61,99,47
41200044E,學生138,01UG040,台灣美術,2,教師9,50,13,22
41090023M,學生1196,01UG040,台灣美術,2,教師9,54,94,61
41100025E,學生119,01UG040,台灣美術,2,教師9,63,47,87
412H0036I,學生939,01UG040,台灣美術,2,教師9,2,14,36
41257049O,學生1309,01UG040,台灣美術,2,教師9,100,71,98
41107103E,學生331,02UG001,哲學入門,2,教師15,51,6,61
41013215E,學生472,02UG001,哲學入門,2,教師15,92,20,39
41171236H,學生589,02UG001,哲學入門,2,教師15,14,72,84
41276230H,學生762,02UG001,哲學入門,2,教師15,71,38,79
41273113H,學生656,02UG001,哲學入門,2,教師15,60,17,81
41071126H,學生579,02UG001,哲學入門,2,教師15,20,3,52
41260110T,學生1642,02UG001,哲學入門,2,教師15,82,88,23
41030221A,學生21,02UG001,哲學入門,2,教師15,86,59,25
41168125T,學生1701,02UG001,哲學入門,2,教師15,74,13,88
412H0234I,學生937,02UG001,哲學入門,2,教師15,74,8,59
41141203S,學生1357,02UG001,哲學入門,2,教師15,87,89,40
41213216E,學生473,02UG001,哲學入門,2,教師15,99,52,28
41047025S,學生1561,02UG001,哲學入門,2,教師15,23,1,14
41172130H,學生629,02UG001,哲學入門,2,教師15,2,83,44
41092138M,學生1257,02UG001,哲學入門,2,教師15,21,91,64
41272229H,學生628,02UG001,哲學入門,2,教師15,52,59,88
41101005E,學生146,02UG001,哲學入門,2,教師15,1,70,70
41273135H,學生678,02UG001,哲學入門,2,教師15,87,43,8
41142007S,學生1411,02UG001,哲學入門,2,教師15,29,7,87
41260142T,學生1674,02UG001,哲學入門,2,教師15,37,46,0
411H0138I,學生941,02UG001,哲學入門,2,教師15,1,34,7
41092108M,學生1227,02UG001,哲學入門,2,教師15,63,77,87
41270210H,學生514,02UG001,哲學入門,2,教師15,59,80,62
41247234S,學生1570,02UG001,哲學入門,2,教師15,20,35,10
41126137L,學生1168,02UG001,哲學入門,2,教師15,32,49,80
41207010E,學生338,02UG001,哲學入門,2,教師15,75,3,7
41109116E,學生386,02UG001,哲學入門,2,教師15,57,1,34
41190206M,學生1179,02UG001,哲學入門,2,教師15,21,5,34
41207027E,學生355,02UG001,哲學入門,2,教師15,88,53,32
41184122I,學生884,02UG001,哲學入門,2,教師15,48,3,4
41073110H,學生653,02UG001,哲學入門,2,教師15,90,53,40
41177141H,學生814,02UG001,哲學入門,2,教師15,58,92,27
41284010I,學生872,02UG001,哲學入門,2,教師15,41,62,6
41106008E,學生291,02UG001,哲學入門,2,教師15,91,17,72
41121141L,學生1028,02UG001,哲學入門,2,教師15,59,89,71
41151025S,學生1609,02UG001,哲學入門,2,教師15,79,43,11
41251243S,學生1627,02UG001,哲學入門,2,教師15,14,33,33
41100126E,學生120,02UG001,哲學入門,2,教師15,61,73,32
41283124I,學生839,02UG001,哲學入門,2,教師15,61,61,47
41060038T,學生1670,02UG001,哲學入門,2,教師15,46,99,22
41070122H,學生526,02UG001,哲學入門,2,教師15,61,13,61
41122206L,學生1043,02UG001,哲學入門,2,教師15,50,94,87
41220239L,學生986,02UG001,哲學入門,2,教師15,54,47,36
412H0042I,學生945,02UG001,哲學入門,2,教師15,63,14,98
41272023H,學生622,02UG001,哲學入門,2,教師15,2,71,43
41083204I,學生819,02UG001,哲學入門,2,教師15,100,77,85
41006012E,學生295,02UG001,哲學入門,2,教師15,50,86,90
41073110H,學生653,02UG005,道德推理,2,教師16,51,2,94
41276124H,學生756,02UG005,道德推理,2,教師16,92,100,47
41140107S,學生1316,02UG005,道德推理,2,教師16,14,50,14
41030044A,學生44,02UG005,道德推理,2,教師16,71,6,71
41268015T,學生1691,02UG005,道德推理,2,教師16,60,20,77
41157137O,學生1297,02UG005,道德推理,2,教師16,20,72,86
41290236M,學生1209,02UG005,道德推理,2,教師16,82,38,61
41257146O,學生1306,02UG005,道德推理,2,教師16,86,17,39
41268233T,學生1709,02UG005,道德推理,2,教師16,74,3,84
41144135S,學生1527,02UG005,道德推理,2,教師16,74,88,79
41168229T,學生1705,02UG005,道德推理,2,教師16,87,59,81
41273240H,學生683,02UG005,道德推理,2,教師16,99,13,52
41172111H,學生610,02UG005,道德推理,2,教師16,23,8,23
41201031E,學生172,02UG005,道德推理,2,教師16,2,89,25
41130112A,學生12,02UG005,道德推理,2,教師16,21,52,88
41170048H,學生552,02UG005,道德推理,2,教師16,52,1,59
41051132S,學生1616,02UG005,道德推理,2,教師16,1,83,40
41060014T,學生1646,02UG005,道德推理,2,教師16,87,91,28
41122121L,學生1058,02UG005,道德推理,2,教師16,29,59,14
41151048S,學生1632,02UG005,道德推理,2,教師16,37,70,44
41000008E,學生102,02UG005,道德推理,2,教師16,1,43,64
41222218L,學生1055,02UG005,道德推理,2,教師16,63,7,88
41213140E,學生497,02UG005,道德推理,2,教師16,59,46,70
41121137L,學生1024,02UG005,道德推理,2,教師16,20,34,8
41140133S,學生1342,02UG005,道德推理,2,教師16,32,77,87
41230003A,學生3,02UG005,道德推理,2,教師16,75,80,0
41200042E,學生136,02UG005,道德推理,2,教師16,57,35,7
41205034E,學生267,02UG005,道德推理,2,教師16,21,49,87
41040031S,學生1340,02UG005,道德推理,2,教師16,88,3,62
41190215M,學生1188,02UG005,道德推理,2,教師16,48,1,10
41183145I,學生860,02UG005,道德推理,2,教師16,90,5,80
41123006L,學生1088,02UG005,道德推理,2,教師16,58,53,7
41057219O,學生1279,02UG005,道德推理,2,教師16,41,3,34
41047108S,學生1544,02UG005,道德推理,2,教師16,91,53,34
41283134I,學生849,02UG005,道德推理,2,教師16,59,92,32
41109208E,學生378,02UG005,道德推理,2,教師16,79,62,4
41032214A,學生64,02UG005,道德推理,2,教師16,14,17,40
41121045L,學生1032,02UG005,道德推理,2,教師16,61,89,27
41068103T,學生1679,02UG005,道德推理,2,教師16,61,43,6
41271038H,學生591,02UG005,道德推理,2,教師16,46,33,72
41170239H,學生543,02UG005,道德推理,2,教師16,61,73,71
412H0022I,學生925,02UG005,道德推理,2,教師16,50,61,11
41200235E,學生129,02UG005,道德推理,2,教師16,54,99,33
41011241E,學生452,02UG005,道德推理,2,教師16,63,13,32
41107103E,學生331,02UG008,中國古代思想的現代意義,2,教師18,51,63,99
41120006L,學生953,02UG008,中國古代思想的現代意義,2,教師18,92,2,13
41271004H,學生557,02UG008,中國古代思想的現代意義,2,教師18,14,100,94
41032009A,學生59,02UG008,中國古代思想的現代意義,2,教師18,71,50,47
41113207E,學生464,02UG008,中國古代思想的現代意義,2,教師18,60,6,14
41040027S,學生1336,02UG008,中國古代思想的現代意義,2,教師18,20,20,71
